{1,2,4,7,8,11,16,21,25}
{1,2,3,4,8,13,16,21,25}
{1,1,2,2,4,5,8,16,26}
{1,1,2,3,4,5,8,16,26}
{1,1,1,2,4,6,8,16,26}
{1,1,2,3,4,6,8,16,26}
{1,1,1,2,4,7,8,16,26}
{1,2,3,4,5,8,14,16,26}
{1,2,3,4,8,12,16,21,26}
{1,2,3,4,8,13,16,21,26}
{1,1,2,4,8,14,16,22,26}
{1,1,2,2,4,4,8,16,27}
{1,1,2,2,4,5,8,16,27}
{1,1,1,2,4,6,8,16,27}
{1,1,2,3,4,6,8,16,27}
{1,1,1,2,4,7,8,16,27}
{1,1,2,2,4,7,8,16,27}
{1,1,2,4,8,14,16,22,27}
{1,1,1,2,2,4,8,16,28}
{1,1,1,2,3,4,8,16,28}
{1,1,2,2,3,4,8,16,28}
{1,1,2,2,4,5,8,16,28}
{1,1,2,3,4,6,8,16,28}
{1,1,2,2,4,7,8,16,28}
{1,2,3,4,5,8,10,16,28}
{1,1,2,4,6,8,10,16,28}
{1,1,2,4,6,8,11,16,28}
{1,1,2,4,7,8,11,16,28}
{1,1,1,2,2,4,8,16,29}
{1,1,1,2,3,4,8,16,29}
{1,1,2,2,3,4,8,16,29}
{1,1,2,3,4,6,8,16,29}
{1,1,2,2,4,7,8,16,29}
{1,1,2,4,6,8,10,16,29}
{1,1,2,4,7,8,11,16,29}
{1,2,4,7,8,11,16,19,29}
{1,1,1,1,2,4,8,16,30}
{1,1,1,2,2,4,8,16,30}
{1,1,1,2,3,4,8,16,30}
{1,1,2,2,4,5,8,16,30}
{1,1,2,3,4,5,8,16,30}
{1,2,3,4,5,8,9,16,30}
{1,2,4,7,8,11,13,16,30}
{1,1,1,1,2,4,8,16,31}
{1,1,1,2,2,4,8,16,31}
{1,1,2,2,3,4,8,16,31}
{1,1,2,2,4,4,8,16,31}
{1,2,3,4,5,6,8,16,31}
